Gormok the Impaler	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imp Gang Boss	2	2	2	0	1	0	1	2	0	2	0	0	1	1	0	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	0	1	1	2	2	1	1	1	2	2	2	2	2	2	2	0	2	1	2	2	1	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	2	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	2	0	2	2	2
Knife Juggler	2	0	2	0	0	0	0	2	0	2	2	2	0	0	0	2	0	0	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	0	2	2	0	0	0	2	2	2	2	2	2	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	2	0	2	2	0
Possessed Villager	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reliquary Seeker	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sea Giant	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Voidwalker	2	0	2	0	0	0	0	2	0	2	2	2	0	0	0	1	0	0	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	0	2	2	0	0	0	2	2	2	2	2	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	0	2	0	0	2	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	2	0	2	2	0
Antique Healbot	0	2	0	1	1	2	1	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	1	2	0	1	2	0	1	0	0	1	1	2	2	2	2	0	2	2	0	0	0	0	0	0	2	2	2	2	0	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	0	2	0	0	2
Big Game Hunter	0	2	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0	0	1	2	1	1	2	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	2	0	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	2	2	2	2	2	2	2	2	2	2	2	1	0	0	1	1	0	0	0	2	0	0	1
Darkbomb	0	2	0	1	1	2	1	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	2	2	0	1	2	0	1	0	0	2	2	2	2	2	2	0	2	2	0	0	0	0	0	0	1	1	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	1	0	0	0	2	0	0	2
Dr. Boom	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1
Emperor Thaurissan	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1
Hellfire	0	1	0	1	1	1	1	0	2	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	1	2	0	1	1	0	1	1	0	1	1	1	1	1	1	0	2	2	0	0	0	0	0	0	2	2	1	1	0	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	2	0	0	0	2	0	0	2
Ironbeak Owl	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	0	0	0	0	1	2	1	1	1	1	1	1	0	1	2	2	1	2	2	1	1	1	1	1	0	1	1	0	0	1	2	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	2	0	1	1
Loatheb	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1
Lord Jaraxxus	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0
Mal'Ganis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0
Mortal Coil	0	2	0	1	1	2	1	0	2	0	2	2	1	1	2	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	2	1	1	0	0	0	0	0	0	2	2	0	1	2	0	1	0	0	2	2	2	2	2	2	0	2	2	0	0	0	2	0	0	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	0	2	0	2	1	0	2
Shadowflame	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	2	2	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	0	0	0	1	0	0	1
Sludge Belcher	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	0	0	2	2	0	0	0	2	0	0	2
Sylvanas Windrunner	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0
Voidcaller	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	1	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	2	2	0
Zombie Chow	0	2	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	2	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
Argent Squire	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Haunted Creeper	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	2	2	2	2	2	2	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	2	0	2	2	0
Imp-losion	0	0	2	1	1	0	1	2	0	0	0	0	1	1	0	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	0	1	1	2	2	2	1	1	2	2	2	2	2	2	1	0	2	1	2	2	1	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	1	1	2	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	0	0	2	2	2	0	2	2	2
Leeroy Jenkins	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nerubian Egg	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	2	2	2	2	2	2	0	0	0	0	2	2	2	0	0	0	2	0	0	0	0	2	2	2	2	2	2	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	2	2	2	2	2	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	2	0	2	2	0
Power Overwhelming	0	0	2	1	0	0	0	2	0	0	0	0	1	1	0	2	0	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	0	0	1	2	0	2	1	1	2	2	2	2	2	2	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	2	2	2	2	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	2	0	2	2	2
Acidic Swamp Ooze	0	0	0	1	1	0	1	0	0	0	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexstrasza	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arcane Golem	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Doomsayer	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Earthen Ring Farseer	0	0	0	1	1	0	1	0	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Faceless Manipulator	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Harrison Jones	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kezan Mystic	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Molten Giant	0	0	0	1	0	2	1	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	2	2	2	2	2	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	0
Reno Jackson	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siphon Soul	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
Twilight Drake	0	0	0	1	1	2	1	0	2	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	1	1	1	0	0	0	0	0	0	2	2	0	1	2	0	1	0	0	2	2	2	2	2	2	0	2	2	0	0	0	0	0	0	0	2	2	2	0	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	2	0	0	0	2	0	0	2
Twisting Nether	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demonwrath	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mind Control Tech	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Refreshment Vendor	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sunfury Protector	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	2	2	2	2	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	2	0	0	0
