"cardId"	"name"	"cardSet"	"type"	"faction"	"rarity"	"health"	"collectible"	"playerClass"	"img"	"imgGold"	"locale"	"cost"	"text"	"flavor"	"artist"	"howToGet"	"howToGetGold"	"mechanics"	"attack"	"inPlayText"	"race"	"durability"	"elite"
"11"	"CS2_072"	"Backstab"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_072.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_072_premium.gif"	"enUS"	"0"	"Deal $2 damage to an undamaged minion."	"It's funny how often yelling \"Look over there!\" gets your opponent to turn around."	"Michael Sutfin"	"Unlocked at Level 1."	"Unlocked at Level 36."	NA	NA	NA	NA	NA	NA
"12"	"CS2_084"	"Hunter's Mark"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_084.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_084_premium.gif"	"enUS"	"0"	"Change a minion's Health to 1."	"Never play 'Hide and Go Seek' with a Hunter."	"Jimmy Lo"	"Unlocked at Level 6."	"Unlocked at Level 40."	NA	NA	NA	NA	NA	NA
"13"	"EX1_169"	"Innervate"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Druid"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_169.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_169_premium.gif"	"enUS"	"0"	"Gain 2 Mana Crystals this turn only."	"Some druids still have flashbacks from strangers yelling \"Innervate me!!\" at them."	"Doug Alexander"	"Unlocked at Level 1."	"Unlocked at Level 36."	NA	NA	NA	NA	NA	NA
"14"	"CS2_008"	"Moonfire"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Druid"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_008.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_008_premium.gif"	"enUS"	"0"	"Deal $1 damage."	"\"Cast Moonfire, and never stop.\" - How to Be a Druid, Chapter 5, Section 3"	"Richard Wright"	"Unlocked at Level 6."	"Unlocked at Level 40."	NA	NA	NA	NA	NA	NA
"15"	"NEW1_003"	"Sacrificial Pact"	"Basic"	"Spell"	NA	"Common"	NA	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_003.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_003_premium.gif"	"enUS"	"0"	"Destroy a Demon. Restore #5 Health to your hero."	"This is the reason that Demons never really become friends with Warlocks."	"Jim Nelson"	"Unlocked at Level 8."	"Unlocked at Level 15."	NA	NA	NA	NA	NA	NA
"16"	"EX1_244"	"Totemic Might"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_244.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_244_premium.gif"	"enUS"	"0"	"Give your Totems +2 Health."	"Totem-stomping is no longer recommended."	"Trent Kaniuga"	"Unlocked at Level 6."	"Unlocked at Level 28."	NA	NA	NA	NA	NA	NA
"17"	"EX1_277"	"Arcane Missiles"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_277.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_277_premium.gif"	"enUS"	"1"	"Deal $3 damage randomly split among all enemies."	"You'd think you'd be able to control your missiles a little better since you're a powerful mage and all."	"Warren Mahy"	"Unlocked at Level 1."	"Unlocked at Level 32."	"ImmuneToSpellpower"	NA	NA	NA	NA	NA
"18"	"DS1_185"	"Arcane Shot"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_185.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_185_premium.gif"	"enUS"	"1"	"Deal $2 damage."	"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves.  The resulting loss of jobs sent Stormwind into a minor recession."	"Luca Zontini"	"Unlocked at Level 1."	"Unlocked at Level 32."	NA	NA	NA	NA	NA	NA
"19"	"CS2_087"	"Blessing of Might"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_087.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_087_premium.gif"	"enUS"	"1"	"Give a minion +3 Attack."	"\"As in, you MIGHT want to get out of my way.\" - Toad Mackle, recently buffed."	"Zoltan Boros"	"Unlocked at Level 1."	"Unlocked at Level 45."	NA	NA	NA	NA	NA	NA
"20"	"CS2_005"	"Claw"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Druid"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_005.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_005_premium.gif"	"enUS"	"1"	"Give your hero +2 Attack this turn and 2 Armor."	"The claw decides who will stay and who will go."	"Dany Orizio"	"Unlocked at Level 1."	"Unlocked at Level 32."	NA	NA	NA	NA	NA	NA
"21"	"CS2_063"	"Corruption"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_063.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_063_premium.gif"	"enUS"	"1"	"Choose an enemy minion. At the start of your turn, destroy it."	"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!"	"Wayne Reynolds"	"Unlocked at Level 2."	"Unlocked at Level 32."	NA	NA	NA	NA	NA	NA
"22"	"CS2_074"	"Deadly Poison"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_074.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_074_premium.gif"	"enUS"	"1"	"Give your weapon +2 Attack."	"Rogues guard the secrets to poison-making carefully, lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that."	"Trevor Jacobs"	"Unlocked at Level 1."	"Unlocked at Level 43."	NA	NA	NA	NA	NA	NA
"23"	"CS2_189"	"Elven Archer"	"Basic"	"Minion"	"Horde"	"Common"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_189.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_189_premium.gif"	"enUS"	"1"	"<b>Battlecry:</b> Deal 1 damage."	"Don't bother asking her out on a date.  She'll shoot you down."	"Steve Prescott"	NA	"Unlocked at Druid Level 57."	"Battlecry"	"1"	NA	NA	NA	NA
"24"	"CS2_108"	"Execute"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Warrior"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_108.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_108_premium.gif"	"enUS"	"1"	"Destroy a damaged enemy minion."	"It's okay, he deserved it."	"Dany Orizio"	"Unlocked at Level 1."	"Unlocked at Level 47."	NA	NA	NA	NA	NA	NA
"25"	"CS2_037"	"Frost Shock"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_037.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_037_premium.gif"	"enUS"	"1"	"Deal $1 damage to an enemy character and <b>Freeze</b> it."	"FROST SHOCK!"	"Alex Horley Orlandelli"	"Unlocked at Level 1."	"Unlocked at Level 32."	"Freeze"	NA	NA	NA	NA	NA
"26"	"CS1_042"	"Goldshire Footman"	"Basic"	"Minion"	"Alliance"	"Common"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS1_042.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS1_042_premium.gif"	"enUS"	"1"	"<b>Taunt</b>"	"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago."	"Donato Giancola"	NA	"Unlocked at Paladin Level 57."	"Taunt"	"1"	NA	NA	NA	NA
"27"	"EX1_508"	"Grimscale Oracle"	"Basic"	"Minion"	"Neutral"	"Common"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_508.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_508_premium.gif"	"enUS"	"1"	"ALL other Murlocs have +1 Attack."	"These are the brainy murlocs.  It turns out that doesn’t mean much."	"Phil Saunders"	NA	"Unlocked at Warlock Level 53."	NA	"1"	"Argalagblbl"	"Murloc"	NA	NA
"28"	"EX1_371"	"Hand of Protection"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_371.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_371_premium.gif"	"enUS"	"1"	"Give a minion <b>Divine Shield</b>."	"This spell has been renamed so many times, even paladins don’t know what it should be called anymore."	"Clint Langley"	"Unlocked at Level 1."	"Unlocked at Level 23."	NA	NA	NA	NA	NA	NA
"29"	"CS1_130"	"Holy Smite"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS1_130.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS1_130_premium.gif"	"enUS"	"1"	"Deal $2 damage."	"It doesn't matter how pious you are.  Everyone needs a good smiting now and again."	"Steve Ellis"	"Unlocked at Level 1."	"Unlocked at Level 23."	NA	NA	NA	NA	NA	NA
"30"	"EX1_360"	"Humility"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_360.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_360_premium.gif"	"enUS"	"1"	"Change a minion's Attack to 1."	"This card makes something really damp.  Oh wait.  That's \"Humidity.\""	"Daren Bader"	"Unlocked at Level 6."	"Unlocked at Level 28."	NA	NA	NA	NA	NA	NA
"31"	"CS2_091"	"Light's Justice"	"Basic"	"Weapon"	"Neutral"	"Free"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_091.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_091_premium.gif"	"enUS"	"1"	NA	"Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him."	"Glenn Rane"	"Unlocked at Level 1."	"Unlocked at Level 36."	NA	"1"	NA	NA	"4"	NA
"32"	"CS2_003"	"Mind Vision"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_003.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_003_premium.gif"	"enUS"	"1"	"Put a copy of a random card in your opponent's hand into your hand."	"I see what you did there."	"Michael Komarck"	"Unlocked at Level 4."	"Unlocked at Level 32."	NA	NA	NA	NA	NA	NA
"33"	"CS2_027"	"Mirror Image"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_027.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_027_premium.gif"	"enUS"	"1"	"Summon two 0/2 minions with <b>Taunt</b>."	"Oh hey it's Mirror Image! !egamI rorriM s'ti yeh hO"	"Jim Nelson"	"Unlocked at Level 4."	"Unlocked at Level 36."	NA	NA	NA	NA	NA	NA
"34"	"EX1_302"	"Mortal Coil"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_302.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_302_premium.gif"	"enUS"	"1"	"Deal $1 damage to a minion. If that kills it, draw a card."	"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards."	"Matt Gaser"	"Unlocked at Level 4."	"Unlocked at Level 43."	NA	NA	NA	NA	NA	NA
"35"	"CS2_168"	"Murloc Raider"	"Basic"	"Minion"	"Alliance"	"Free"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_168.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_168_premium.gif"	"enUS"	"1"	NA	"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!"	"Dan Scott"	NA	"Unlocked at Priest Level 51."	NA	"2"	NA	"Murloc"	NA	NA
"36"	"CS2_235"	"Northshire Cleric"	"Basic"	"Minion"	NA	"Free"	"3"	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_235.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_235_premium.gif"	"enUS"	"1"	"Whenever a minion is healed, draw a card."	"They help the downtrodden and distressed.  Also they sell cookies."	"Terese Nielsen"	"Unlocked at Level 1."	"Unlocked at Level 40."	"HealTarget"	"1"	NA	NA	NA	NA
"37"	"CS2_004"	"Power Word: Shield"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_004.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_004_premium.gif"	"enUS"	"1"	"Give a minion +2 Health.
Draw a card."	"Sure the extra protection is nice, but the shield really reduces visibility."	"Jessica Jung"	"Unlocked at Level 1."	"Unlocked at Level 47."	NA	NA	NA	NA	NA	NA
"38"	"CS2_045"	"Rockbiter Weapon"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_045.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_045_premium.gif"	"enUS"	"1"	"Give a friendly character +3 Attack this turn."	"This would be real handy if your enemy is made of rock."	"Alex Horley Orlandelli"	"Unlocked at Level 1."	"Unlocked at Level 36."	NA	NA	NA	NA	NA	NA
"39"	"CS2_075"	"Sinister Strike"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_075.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_075_premium.gif"	"enUS"	"1"	"Deal $3 damage to the enemy hero."	"There's something about this strike that just feels off.  Sinister, even."	"Frank Cho"	"Unlocked at Level 1."	"Unlocked at Level 15."	NA	NA	NA	NA	NA	NA
"40"	"EX1_308"	"Soulfire"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_308.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_308_premium.gif"	"enUS"	"1"	"Deal $4 damage. Discard a random card."	"Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction."	"Raymond Swanland"	"Unlocked at Level 6."	"Unlocked at Level 28."	NA	NA	NA	NA	NA	NA
"41"	"CS2_171"	"Stonetusk Boar"	"Basic"	"Minion"	"Neutral"	"Free"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_171.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_171_premium.gif"	"enUS"	"1"	"<b>Charge</b>"	"This card is boaring."	"Howard Lyon"	NA	"Unlocked at Hunter Level 53."	"Charge"	"1"	NA	"Beast"	NA	NA
"42"	"DS1_175"	"Timber Wolf"	"Basic"	"Minion"	"Neutral"	"Free"	"1"	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_175.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_175_premium.gif"	"enUS"	"1"	"Your other Beasts have +1 Attack."	"Other beasts totally dig hanging out with timber wolves."	"Malcolm Davis"	"Unlocked at Level 1."	"Unlocked at Level 23."	"Aura"	"1"	NA	"Beast"	NA	NA
"43"	"DS1_184"	"Tracking"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/DS1_184.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/DS1_184_premium.gif"	"enUS"	"1"	"Look at the top three cards of your deck. Draw one and discard the others."	"For the person who just cannot decide what card to put into a deck!"	"Mauro Cascioli"	"Unlocked at Level 1."	"Unlocked at Level 15."	NA	NA	NA	NA	NA	NA
"44"	"CS2_065"	"Voidwalker"	"Basic"	"Minion"	"Neutral"	"Free"	"3"	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_065.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_065_premium.gif"	"enUS"	"1"	"<b>Taunt</b>"	"No relation to \"The Voidsteppers\", the popular Void-based dance troupe."	"Alex Horley Orlandelli"	"Unlocked at Level 1."	"Unlocked at Level 36."	"Taunt"	"1"	NA	"Demon"	NA	NA
"45"	"EX1_011"	"Voodoo Doctor"	"Basic"	"Minion"	"Horde"	"Free"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_011.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_011_premium.gif"	"enUS"	"1"	"<b>Battlecry:</b> Restore 2 Health."	"Voodoo is an oft-misunderstood art. But it <i>is</i> art."	"Karl Richardson"	NA	"Unlocked at Rogue Level 55."	"Battlecry"	"2"	NA	NA	NA	NA
"46"	"EX1_400"	"Whirlwind"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warrior"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_400.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_400_premium.gif"	"enUS"	"1"	"Deal $1 damage to ALL minions."	"The way to tell seasoned warriors from novice ones: the novices yell \"wheeeee\" while whirlwinding."	"Jonboy Meyers"	"Unlocked at Level 6."	"Unlocked at Level 32."	NA	NA	NA	NA	NA	NA
"47"	"EX1_066"	"Acidic Swamp Ooze"	"Basic"	"Minion"	"Alliance"	"Common"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_066.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_066_premium.gif"	"enUS"	"2"	"<b>Battlecry:</b> Destroy your opponent's weapon."	"Oozes love Flamenco.  Don't ask."	"Chris Rahn"	NA	"Unlocked at Rogue Level 57."	"Battlecry"	"3"	NA	NA	NA	NA
"48"	"CS2_025"	"Arcane Explosion"	"Basic"	"Spell"	"Neutral"	"Free"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_025.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_025_premium.gif"	"enUS"	"2"	"Deal $1 damage to all enemy minions."	"This spell is much better than Arcane Implosion."	"Howard Lyon"	"Unlocked at Level 1."	"Unlocked at Level 28."	NA	NA	NA	NA	NA	NA
"49"	"CS2_172"	"Bloodfen Raptor"	"Basic"	"Minion"	"Horde"	"Free"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_172.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_172_premium.gif"	"enUS"	"2"	NA	"\"Kill 30 raptors.\" - Hemet Nesingwary"	"Dan Brereton"	NA	"Unlocked at Hunter Level 57."	NA	"3"	NA	"Beast"	NA	NA
"50"	"CS2_173"	"Bluegill Warrior"	"Basic"	"Minion"	"Neutral"	"Common"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_173.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_173_premium.gif"	"enUS"	"2"	"<b>Charge</b>"	"He just wants a hug.   A sloppy... slimy... hug."	"Jakub Kasper"	NA	"Unlocked at Paladin Level 53."	"Charge"	"2"	NA	"Murloc"	NA	NA
"51"	"CS2_114"	"Cleave"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warrior"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_114.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_114_premium.gif"	"enUS"	"2"	"Deal $2 damage to two random enemy minions."	"Hey you two…could you stand next to each other for a second…"	"Phroilan Gardner"	"Unlocked at Level 2."	"Unlocked at Level 40."	NA	NA	NA	NA	NA	NA
"52"	"CS2_236"	"Divine Spirit"	"Basic"	"Spell"	NA	"Common"	NA	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_236.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_236_premium.gif"	"enUS"	"2"	"Double a minion's Health."	"Double the trouble. Double the fun!"	"Jim Pavelec"	"Unlocked at Level 2."	"Unlocked at Level 28."	NA	NA	NA	NA	NA	NA
"53"	"CS2_106"	"Fiery War Axe"	"Basic"	"Weapon"	"Neutral"	"Free"	NA	"TRUE"	"Warrior"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_106.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_106_premium.gif"	"enUS"	"2"	NA	"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe."	"Lucas Graciano"	"Unlocked at Level 1."	"Unlocked at Level 49."	NA	"3"	NA	NA	"2"	NA
"54"	"EX1_565"	"Flametongue Totem"	"Basic"	"Minion"	"Neutral"	"Common"	"3"	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_565.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_565_premium.gif"	"enUS"	"2"	"Adjacent minions have +2 Attack."	"Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors."	"Jonathan Ryder"	"Unlocked at Level 4."	"Unlocked at Level 43."	"AdjacentBuff"	"0"	"Flametongue"	"Totem"	NA	NA
"55"	"CS2_024"	"Frostbolt"	"Basic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_024.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_024_premium.gif"	"enUS"	"2"	"Deal $3 damage to a character and <b>Freeze</b> it."	"It is customary to yell \"Chill out!\" or \"Freeze!\" or \"Ice ice, baby!\" when you play this card."	"Steve Ellis"	"Unlocked at Level 2."	"Unlocked at Level 40."	"Freeze"	NA	NA	NA	NA	NA
